location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due
Velachery,Corporate,Tamil,Toyota,Innova,2015,10,Electric,Manual,109973,Expired,Active,Minor,Velachery,2,108330,909,118330,180,Yes,Yes,Positive,Yes,Courtney,Yes,239,Already serviced,OFF805,Engine Oil Discount,11-08-2025,No,No,No,No,No,No,Yes,No,Yes,8124,4,No,Satisfied,232,66,86.0,228,116,False
Velachery,Fleet,Hindi,Hyundai,Creta,2015,10,Electric,Automatic,97819,Expired,Active,Major,Velachery,7,93264,808,103264,180,Yes,No,No Response,No,Devin,No,83,Call back later,OFF258,Engine Oil Discount,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4160,4,Yes,Poor Service,72,108,0.0,68,36,False
Anna Nagar,Retail,Hindi,Ford,Aspire,2022,3,Diesel,Automatic,82100,Active,Expired,Major,Anna Nagar,7,77717,2219,87717,180,No,Yes,Busy,No,Denise,No,160,Not interested,OFF563,Engine Oil Discount,19-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,13755,3,Yes,Poor Service,186,-6,0.0,183,36,True
Velachery,Corporate,Tamil,Ford,EcoSport,2017,8,Diesel,Manual,119273,Expired,Expired,Major,Velachery,1,115446,1230,125446,180,No,Yes,Denied,No,Shannon,No,150,Not interested,OFF201,15% OFF AMC,15-08-2025,No,No,No,No,No,No,Yes,No,No,9920,2,No,Poor Service,72,108,0.0,71,42,False
Velachery,Retail,Tamil,Ford,Aspire,2017,8,Electric,Automatic,60012,Expired,Expired,Major,Velachery,10,55171,619,65171,298,Yes,Yes,Positive,Yes,Kevin,Yes,38,Already serviced,OFF206,Engine Oil Discount,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14964,4,No,Average,362,-182,86.0,301,33,True
OMR,Retail,Hindi,Ford,Figo,2016,9,Electric,Automatic,33534,Expired,Active,Major,OMR,2,30830,308,40830,-86,No,No,Denied,No,Theresa,No,165,Not interested,OFF992,Free Wash,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6484,5,No,Satisfied,142,8,0.0,111,41,False
Velachery,Corporate,English,Toyota,Etios,2021,4,Petrol,Automatic,45197,Expired,Expired,Major,Velachery,9,41830,922,51830,180,Yes,No,No Response,Yes,Mikayla,No,80,Already serviced,OFF116,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10844,2,No,Satisfied,74,106,147.0,71,175,False
T Nagar,Fleet,Hindi,Ford,EcoSport,2019,6,Electric,Automatic,62206,Expired,Active,Minor,T Nagar,6,59448,852,69448,180,Yes,No,Busy,Yes,Dillon,No,220,Not interested,OFF248,15% OFF AMC,12-08-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,8939,4,Yes,Satisfied,139,100,206.0,135,33,False
T Nagar,Corporate,Hindi,Toyota,Etios,2015,10,Electric,Automatic,117100,Expired,Active,Major,T Nagar,8,115810,968,125810,121,Yes,No,Positive,Yes,John,Yes,190,Not interested,OFF406,Free Wash,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,9365,4,No,Smooth Process,54,-81,40.0,-68,41,True
Velachery,Fleet,Hindi,Toyota,Yaris,2018,7,Electric,Manual,106590,Expired,Active,Minor,Velachery,9,101843,1254,111843,180,No,No,No Response,Yes,Lori,No,129,Already serviced,OFF513,10% OFF Labour,29-07-2025,No,No,No,No,No,No,Yes,No,No,6782,3,No,Unresponsive,139,100,11.0,136,16,False
Anna Nagar,Retail,Hindi,Ford,Aspire,2022,3,Diesel,Automatic,82100,Active,Expired,Major,Anna Nagar,7,77717,2219,87717,180,No,Yes,Busy,No,Denise,No,160,Not interested,OFF563,Engine Oil Discount,19-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,9423,3,No,Satisfied,186,-6,0.0,184,36,True
Velachery,Retail,Tamil,Hyundai,i10,2018,7,Electric,Automatic,116974,Expired,Active,Minor,Velachery,1,115521,1376,125521,151,Yes,No,Positive,No,Eric,Yes,198,Already serviced,OFF376,Free Wash,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14371,3,No,Satisfied,118,-172,0.0,27,147,True
Anna Nagar,Corporate,Hindi,Ford,Figo,2021,4,Petrol,Automatic,100824,Expired,Active,Major,Anna Nagar,7,95906,2058,105906,239,No,Yes,Positive,No,Abigail,Yes,133,Already serviced,OFF949,Free Wash,31-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,5359,5,No,Satisfied,90,90,0.0,-2,17,False
OMR,Fleet,Hindi,Toyota,Etios,2019,6,Petrol,Manual,54798,Expired,Expired,Minor,OMR,7,51666,751,61666,180,Yes,No,Busy,Yes,Billy,No,189,Not interested,OFF559,Free Wash,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3858,2,No,Poor Service,217,-37,37.0,215,41,True
T Nagar,Fleet,Tamil,Toyota,Innova,2017,8,Electric,Automatic,32185,Expired,Active,Major,T Nagar,9,28557,332,38557,151,Yes,Yes,Positive,Yes,Brittany,Yes,33,Already serviced,OFF240,Free Wash,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7084,2,Yes,Average,325,33,206.0,292,38,False
Anna Nagar,Retail,Tamil,Ford,Aspire,2016,9,Electric,Automatic,95698,Expired,Expired,Minor,Anna Nagar,4,93370,878,103370,180,No,Yes,Denied,Yes,Benjamin,No,148,Already serviced,OFF477,Free Wash,31-07-2025,No,No,No,No,No,No,Yes,No,Yes,8162,3,Yes,Delayed Pickup,104,76,206.0,102,35,False
OMR,Retail,Tamil,Ford,Aspire,2021,4,Diesel,Automatic,111327,Expired,Active,Major,OMR,5,106415,2272,116415,180,Yes,No,Denied,No,Anthony,No,275,Call back later,OFF306,15% OFF AMC,05-08-2025,No,No,No,No,No,No,Yes,No,Yes,9749,3,No,Delayed Pickup,221,-41,0.0,220,38,True
OMR,Corporate,Hindi,Ford,EcoSport,2021,4,Petrol,Manual,33908,Expired,Active,Major,OMR,8,30378,692,40378,180,No,No,Denied,Yes,Michelle,No,39,Call back later,OFF150,10% OFF Labour,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7817,1,Yes,Smooth Process,337,-157,86.0,539,175,True
T Nagar,Corporate,English,Honda,City,2015,10,Diesel,Manual,87182,Expired,Expired,Minor,T Nagar,5,85968,721,95968,387,Yes,No,Positive,Yes,Michael,Yes,259,Not interested,OFF625,10% OFF Labour,27-07-2025,No,No,No,No,No,No,Yes,Yes,No,11608,5,Yes,Poor Service,239,-148,39.0,443,43,True
Velachery,Corporate,Hindi,Ford,EcoSport,2021,4,Diesel,Automatic,97382,Expired,Expired,Major,Velachery,3,93237,1987,103237,180,No,Yes,Positive,No,Dana,Yes,280,Already serviced,OFF336,Free Wash,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7870,4,No,Average,157,23,0.0,210,37,False
Anna Nagar,Retail,English,Honda,Amaze,2019,6,Diesel,Automatic,66841,Expired,Active,Major,Anna Nagar,6,62769,916,72769,180,Yes,Yes,Denied,Yes,Sylvia,No,144,Call back later,OFF316,10% OFF Labour,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,12067,2,No,Average,292,95,12.0,290,14,False
T Nagar,Fleet,English,Hyundai,Creta,2022,3,Electric,Automatic,76494,Active,Expired,Minor,T Nagar,5,75095,2067,85095,180,No,Yes,No Response,Yes,Michael,No,201,Booked,OFF327,15% OFF AMC,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11186,1,No,Smooth Process,73,107,19.0,69,25,False
OMR,Retail,English,Maruti,Swift,2021,4,Petrol,Automatic,117989,Expired,Expired,Minor,OMR,1,116142,2408,126142,180,Yes,No,Positive,No,Amanda,Yes,89,Not interested,OFF903,Engine Oil Discount,22-07-2025,No,No,No,No,No,No,No,No,No,3438,1,No,Delayed Pickup,228,-48,0.0,225,38,True
Anna Nagar,Retail,Hindi,Hyundai,i10,2021,4,Petrol,Manual,19570,Expired,Active,Major,Anna Nagar,6,18048,399,28048,268,No,Yes,No Response,Yes,Bradley,No,202,Booked,OFF839,10% OFF Labour,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6702,3,No,Poor Service,235,-26,-98.0,319,-6,True
OMR,Corporate,Hindi,Hyundai,i10,2016,9,Petrol,Automatic,35856,Expired,Active,Minor,OMR,3,30960,329,40960,180,No,No,Denied,No,Elizabeth,No,191,Call back later,OFF550,10% OFF Labour,22-07-2025,No,No,No,No,No,No,No,No,No,13517,4,No,Satisfied,345,-165,0.0,342,116,True
Anna Nagar,Fleet,Tamil,Maruti,Dzire,2021,4,Petrol,Automatic,116298,Expired,Expired,Minor,Anna Nagar,7,114918,2373,124918,210,Yes,No,Denied,Yes,Tom,No,109,Already serviced,OFF639,10% OFF Labour,12-08-2025,No,No,No,No,No,No,No,No,No,10676,3,Yes,Poor Service,327,-29,116.0,236,34,True
T Nagar,Corporate,Tamil,Ford,Aspire,2020,5,Petrol,Automatic,78118,Expired,Expired,Major,T Nagar,10,76165,1281,86165,180,No,Yes,Positive,Yes,Terri,Yes,268,Booked,OFF855,Free Wash,24-07-2025,No,No,No,No,No,No,No,No,No,13760,4,Yes,Satisfied,136,44,19.0,134,-128,False
OMR,Fleet,English,Hyundai,Creta,2022,3,Diesel,Manual,36027,Active,Active,Minor,OMR,7,34752,974,44752,180,No,Yes,Busy,Yes,Scott,No,164,Already serviced,OFF746,Free Wash,06-08-2025,No,No,No,No,No,No,No,No,No,11595,4,No,Unresponsive,95,85,18.0,177,-67,False
Velachery,Retail,Tamil,Hyundai,i10,2018,7,Electric,Automatic,116974,Expired,Active,Minor,Velachery,1,115521,1376,125521,151,Yes,No,Positive,No,Eric,Yes,198,Already serviced,OFF376,Free Wash,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10363,4,No,Satisfied,118,-172,0.0,27,147,True
Velachery,Retail,Hindi,Toyota,Innova,2015,10,Petrol,Automatic,40375,Expired,Active,Major,Velachery,4,39200,334,49200,180,Yes,No,Denied,No,Ana,No,262,Booked,OFF140,15% OFF AMC,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14877,2,No,Unresponsive,88,-202,0.0,27,206,True
Velachery,Fleet,English,Hyundai,Creta,2015,10,Diesel,Manual,19593,Expired,Expired,Major,Velachery,7,15088,162,25088,180,Yes,No,Positive,Yes,Samuel,Yes,88,Call back later,OFF434,Engine Oil Discount,16-08-2025,No,No,No,No,No,No,No,No,No,8415,5,No,Satisfied,343,-163,39.0,341,42,True
Velachery,Fleet,English,Toyota,Innova,2018,7,Electric,Automatic,105158,Expired,Active,Minor,Velachery,1,101528,1237,111528,180,No,Yes,Positive,Yes,Rodney,Yes,234,Already serviced,OFF408,Engine Oil Discount,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7545,3,No,Average,257,-77,13.0,253,17,True
Velachery,Fleet,English,Hyundai,Creta,2019,6,Petrol,Manual,52516,Expired,Active,Major,Velachery,6,49752,719,59752,180,Yes,Yes,Denied,Yes,Angela,No,119,Booked,OFF724,Engine Oil Discount,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7167,3,Yes,Delayed Pickup,64,116,35.0,62,37,False
T Nagar,Retail,Tamil,Maruti,Dzire,2022,3,Electric,Manual,59278,Active,Expired,Minor,T Nagar,9,56468,1602,66468,180,No,No,Denied,No,Jamie,No,248,Already serviced,OFF530,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,Yes,No,9427,5,No,Unresponsive,224,-44,0.0,220,34,True
OMR,Retail,English,Ford,Aspire,2016,9,Electric,Manual,76493,Expired,Active,Minor,OMR,4,71762,702,81762,475,No,Yes,No Response,No,Michael,No,289,Already serviced,OFF850,10% OFF Labour,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11315,4,No,Unresponsive,273,-93,0.0,566,-67,True
Velachery,Retail,English,Toyota,Etios,2018,7,Diesel,Automatic,85552,Expired,Expired,Minor,Velachery,8,84225,1006,94225,180,No,No,Denied,Yes,Mark,No,255,Already serviced,OFF617,Engine Oil Discount,17-08-2025,Yes,No,No,Yes,No,No,No,No,No,14194,4,No,Unresponsive,350,120,86.0,347,206,False
Velachery,Corporate,English,Toyota,Innova,2020,5,Petrol,Automatic,72908,Expired,Expired,Major,Velachery,5,69914,1195,79914,180,Yes,Yes,Positive,No,Jose,Yes,101,Call back later,OFF369,10% OFF Labour,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8606,4,Yes,Average,167,13,0.0,166,-6,False
Velachery,Corporate,English,Maruti,Baleno,2017,8,Petrol,Manual,13744,Expired,Active,Major,Velachery,8,10831,142,20831,-27,No,No,Busy,Yes,Cassandra,No,263,Already serviced,OFF636,15% OFF AMC,25-07-2025,No,No,No,No,No,No,No,No,No,5468,4,Yes,Average,81,10,-67.0,20,86,False
OMR,Fleet,English,Toyota,Innova,2017,8,Diesel,Automatic,82161,Expired,Active,Minor,OMR,5,79341,847,89341,180,No,Yes,Positive,No,Harold,Yes,292,Not interested,OFF536,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,No,No,No,4825,1,No,Smooth Process,345,-165,0.0,341,40,True
Anna Nagar,Retail,Hindi,Honda,Jazz,2016,9,Petrol,Manual,87992,Expired,Active,Minor,Anna Nagar,2,83136,807,93136,298,Yes,Yes,Positive,No,Matthew,Yes,297,Not interested,OFF367,Free Wash,25-07-2025,No,No,No,No,No,No,Yes,No,No,5084,4,Yes,Smooth Process,362,-182,0.0,331,43,True
OMR,Retail,Hindi,Toyota,Yaris,2018,7,Diesel,Manual,106467,Expired,Active,Major,OMR,8,104391,1253,114391,180,No,Yes,Denied,Yes,Tiffany,No,151,Call back later,OFF930,15% OFF AMC,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,14541,5,No,Smooth Process,313,-133,-67.0,309,147,True
Anna Nagar,Fleet,Tamil,Honda,City,2019,6,Electric,Automatic,74927,Expired,Active,Major,Anna Nagar,8,73746,1026,83746,123,Yes,Yes,Denied,Yes,Reginald,No,250,Booked,OFF776,15% OFF AMC,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14276,4,Yes,Average,178,-146,9.0,58,15,True
T Nagar,Retail,Tamil,Ford,EcoSport,2016,9,Petrol,Automatic,93729,Expired,Expired,Major,T Nagar,9,90837,860,100837,386,Yes,Yes,Busy,No,Hector,No,178,Already serviced,OFF143,15% OFF AMC,19-07-2025,No,No,No,No,No,No,No,No,No,8576,3,No,Smooth Process,333,-210,0.0,272,18,True
Anna Nagar,Fleet,Hindi,Honda,Jazz,2018,7,Electric,Automatic,21919,Expired,Expired,Minor,Anna Nagar,3,18817,258,28817,328,No,No,Positive,No,Karen,Yes,187,Booked,OFF505,15% OFF AMC,22-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,7411,5,Yes,Average,300,-150,0.0,445,175,True
Anna Nagar,Retail,Hindi,Maruti,Baleno,2020,5,Petrol,Automatic,57622,Expired,Expired,Minor,Anna Nagar,2,53180,945,63180,239,Yes,No,No Response,Yes,April,No,235,Call back later,OFF739,10% OFF Labour,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14173,4,Yes,Unresponsive,234,5,16.0,292,19,True
Anna Nagar,Retail,Hindi,Maruti,Baleno,2017,8,Petrol,Automatic,69270,Expired,Active,Minor,Anna Nagar,2,64978,714,74978,180,Yes,Yes,Positive,Yes,Elizabeth,Yes,143,Call back later,OFF302,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,No,No,11078,5,Yes,Smooth Process,192,-12,-128.0,188,86,True
Anna Nagar,Corporate,Hindi,Maruti,Swift,2015,10,Electric,Automatic,102390,Expired,Expired,Minor,Anna Nagar,2,100809,846,110809,2,No,No,Positive,Yes,Megan,Yes,271,Booked,OFF800,15% OFF AMC,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5446,4,Yes,Poor Service,82,-21,86.0,-10,147,True
Velachery,Retail,English,Honda,Amaze,2018,7,Electric,Manual,85083,Expired,Expired,Minor,Velachery,7,81720,1001,91720,180,Yes,No,Positive,Yes,Christopher,Yes,228,Already serviced,OFF427,15% OFF AMC,25-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,8837,5,No,Poor Service,369,-189,16.0,366,-37,True
T Nagar,Fleet,Hindi,Honda,City,2015,10,Electric,Manual,77667,Expired,Active,Major,T Nagar,4,73001,642,83001,180,Yes,No,No Response,Yes,Greg,No,278,Call back later,OFF217,10% OFF Labour,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,8316,2,No,Delayed Pickup,217,-37,116.0,214,35,True
Anna Nagar,Corporate,Hindi,Honda,Jazz,2016,9,Diesel,Automatic,79588,Expired,Active,Major,Anna Nagar,5,75729,730,85729,180,Yes,Yes,No Response,Yes,Sydney,No,216,Booked,OFF213,Engine Oil Discount,24-07-2025,No,No,No,No,No,No,No,No,No,14324,5,No,Smooth Process,69,111,16.0,66,-98,False
T Nagar,Corporate,Tamil,Toyota,Innova,2016,9,Diesel,Manual,85743,Expired,Active,Major,T Nagar,8,83229,787,93229,180,No,Yes,No Response,No,Eric,No,103,Booked,OFF197,Free Wash,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11967,4,No,Average,140,69,0.0,139,40,False
T Nagar,Corporate,Hindi,Maruti,Dzire,2018,7,Diesel,Manual,45628,Expired,Active,Major,T Nagar,4,42988,537,52988,475,Yes,Yes,Denied,Yes,Lori,No,69,Already serviced,OFF588,15% OFF AMC,08-08-2025,No,No,No,No,No,No,No,No,No,13369,3,Yes,Average,273,-93,-37.0,565,175,True
Velachery,Fleet,Tamil,Ford,Figo,2019,6,Petrol,Manual,22116,Expired,Expired,Major,Velachery,3,20303,303,30303,180,No,No,Denied,No,Thomas,No,112,Already serviced,OFF463,Engine Oil Discount,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,11862,4,Yes,Poor Service,96,84,0.0,93,-6,False
T Nagar,Fleet,Hindi,Ford,Aspire,2017,8,Diesel,Automatic,15754,Expired,Active,Major,T Nagar,3,11196,162,21196,180,Yes,Yes,Positive,No,Sarah,Yes,187,Not interested,OFF847,Engine Oil Discount,26-07-2025,No,No,No,No,No,No,Yes,No,No,14483,4,No,Poor Service,370,-190,0.0,366,-6,True
OMR,Retail,Tamil,Toyota,Innova,2017,8,Petrol,Automatic,42591,Expired,Expired,Major,OMR,9,41278,439,51278,180,Yes,Yes,Denied,No,Joseph,No,78,Already serviced,OFF776,15% OFF AMC,19-07-2025,No,No,No,No,No,No,No,No,No,4874,3,No,Smooth Process,376,-196,0.0,375,41,True
OMR,Retail,English,Hyundai,Creta,2018,7,Electric,Manual,21510,Expired,Expired,Minor,OMR,2,18437,253,28437,180,No,No,Busy,No,Vincent,No,30,Call back later,OFF407,10% OFF Labour,05-08-2025,No,No,No,No,No,No,No,No,No,11882,3,Yes,Poor Service,158,22,0.0,155,-98,False
T Nagar,Fleet,Hindi,Maruti,Baleno,2016,9,Diesel,Manual,73284,Expired,Expired,Minor,T Nagar,10,71162,672,81162,299,Yes,No,Positive,Yes,Vanessa,Yes,127,Already serviced,OFF606,10% OFF Labour,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10664,3,No,Smooth Process,267,-57,-6.0,382,206,True
Velachery,Corporate,Hindi,Maruti,Baleno,2022,3,Diesel,Automatic,54112,Active,Expired,Major,Velachery,4,49258,1462,59258,180,No,No,Denied,Yes,Michael,No,199,Booked,OFF103,Engine Oil Discount,23-07-2025,No,No,No,No,No,No,Yes,No,No,12412,3,No,Satisfied,155,25,-128.0,210,-37,False
T Nagar,Fleet,English,Ford,EcoSport,2019,6,Petrol,Manual,61807,Expired,Active,Minor,T Nagar,5,56935,847,66935,180,Yes,Yes,No Response,No,Michelle,No,197,Booked,OFF107,Engine Oil Discount,04-08-2025,No,No,No,No,No,No,Yes,No,Yes,10188,4,Yes,Delayed Pickup,76,104,0.0,75,41,False
OMR,Fleet,Hindi,Honda,City,2015,10,Electric,Manual,48655,Expired,Expired,Major,OMR,10,44575,402,54575,180,No,Yes,Positive,No,Michelle,Yes,226,Already serviced,OFF914,Engine Oil Discount,26-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10486,5,No,Poor Service,73,107,0.0,72,43,False
OMR,Retail,English,Hyundai,i20,2017,8,Electric,Automatic,88558,Expired,Active,Major,OMR,4,85719,913,95719,180,No,No,Busy,Yes,Michelle,No,240,Call back later,OFF913,Free Wash,03-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,9183,5,No,Smooth Process,69,111,86.0,66,34,False
Anna Nagar,Fleet,English,Ford,EcoSport,2015,10,Diesel,Manual,23456,Expired,Expired,Major,Anna Nagar,10,20016,194,30016,180,No,Yes,Denied,No,David,No,278,Already serviced,OFF337,10% OFF Labour,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9158,2,No,Average,157,23,0.0,155,55,False
Anna Nagar,Corporate,Tamil,Maruti,Swift,2017,8,Diesel,Manual,75463,Expired,Expired,Minor,Anna Nagar,5,72331,778,82331,180,Yes,No,Busy,No,Stephen,No,79,Booked,OFF323,Free Wash,27-07-2025,No,No,No,No,No,No,Yes,Yes,No,9723,4,No,Poor Service,68,112,0.0,64,86,False
Velachery,Fleet,English,Toyota,Innova,2016,9,Diesel,Manual,116192,Expired,Active,Minor,Velachery,2,112419,1066,122419,180,Yes,Yes,Busy,Yes,Stacey,No,248,Already serviced,OFF337,Engine Oil Discount,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,8661,3,No,Poor Service,106,74,-37.0,102,55,False
T Nagar,Corporate,Hindi,Honda,City,2018,7,Electric,Automatic,83490,Expired,Active,Minor,T Nagar,9,81242,982,91242,-143,No,No,Denied,Yes,George,No,207,Not interested,OFF463,15% OFF AMC,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13961,2,No,Smooth Process,201,98,-67.0,142,-37,False
OMR,Retail,Tamil,Hyundai,i10,2018,7,Electric,Automatic,30446,Expired,Active,Minor,OMR,8,26932,358,36932,-27,Yes,Yes,Denied,No,Jonathan,No,191,Already serviced,OFF688,15% OFF AMC,22-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,3779,3,No,Satisfied,112,9,0.0,-10,175,False
OMR,Fleet,Hindi,Ford,Figo,2015,10,Petrol,Manual,100739,Expired,Expired,Major,OMR,2,96936,833,106936,386,No,Yes,Busy,No,Jean,No,38,Call back later,OFF701,Free Wash,19-07-2025,No,No,No,No,No,No,Yes,No,Yes,12740,5,No,Poor Service,333,-210,0.0,303,43,True
Anna Nagar,Corporate,Tamil,Honda,Amaze,2016,9,Diesel,Automatic,76949,Expired,Expired,Minor,Anna Nagar,10,75266,706,85266,180,No,Yes,No Response,Yes,Katherine,No,89,Call back later,OFF858,10% OFF Labour,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,13686,3,No,Average,374,-194,-37.0,371,116,True
OMR,Fleet,Tamil,Hyundai,Creta,2016,9,Petrol,Manual,106348,Expired,Active,Major,OMR,7,104205,976,114205,91,No,Yes,Busy,No,Brian,No,32,Not interested,OFF577,Free Wash,26-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5811,3,No,Average,85,-112,0.0,54,41,True
OMR,Retail,Tamil,Maruti,Swift,2022,3,Electric,Automatic,29323,Active,Expired,Minor,OMR,10,27012,793,37012,358,No,Yes,No Response,No,Emily,No,140,Already serviced,OFF398,Engine Oil Discount,21-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4051,4,Yes,Average,332,-179,0.0,271,15,True
T Nagar,Corporate,Tamil,Ford,Figo,2022,3,Electric,Automatic,69241,Active,Expired,Minor,T Nagar,8,67884,1871,77884,180,Yes,No,Busy,No,Sherry,No,69,Booked,OFF268,15% OFF AMC,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,11116,4,No,Poor Service,101,79,0.0,100,18,False
Velachery,Fleet,Hindi,Ford,Figo,2015,10,Electric,Automatic,81233,Expired,Expired,Minor,Velachery,7,79319,671,89319,180,No,Yes,Denied,Yes,Melvin,No,216,Booked,OFF778,Free Wash,20-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3797,2,No,Delayed Pickup,306,-126,-6.0,509,116,True
Velachery,Corporate,Tamil,Toyota,Innova,2021,4,Petrol,Manual,101551,Expired,Expired,Minor,Velachery,7,98085,2072,108085,180,No,No,Positive,Yes,William,Yes,124,Already serviced,OFF910,Free Wash,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14021,4,No,Smooth Process,281,-101,86.0,277,33,True
OMR,Retail,English,Maruti,Swift,2020,5,Petrol,Automatic,11854,Expired,Active,Major,OMR,1,8588,194,18588,180,No,Yes,Denied,Yes,William,No,36,Not interested,OFF580,Engine Oil Discount,25-07-2025,No,No,No,No,No,No,No,No,No,14461,3,No,Poor Service,305,-125,7.0,569,14,True
Velachery,Fleet,Tamil,Toyota,Yaris,2020,5,Electric,Automatic,96954,Expired,Expired,Major,Velachery,8,95899,1589,105899,180,No,No,No Response,No,Valerie,No,87,Not interested,OFF802,10% OFF Labour,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10588,3,No,Poor Service,282,-102,0.0,281,175,True
OMR,Fleet,Hindi,Ford,Aspire,2021,4,Electric,Manual,24663,Expired,Active,Minor,OMR,6,21278,503,31278,180,Yes,No,Busy,Yes,Jeanne,No,216,Booked,OFF466,Free Wash,19-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,8255,5,No,Unresponsive,281,-101,38.0,280,41,True
Anna Nagar,Retail,Tamil,Hyundai,Creta,2019,6,Petrol,Automatic,26682,Expired,Expired,Minor,Anna Nagar,3,24032,366,34032,180,Yes,No,Denied,Yes,Michael,No,58,Not interested,OFF949,10% OFF Labour,03-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,14979,4,No,Delayed Pickup,224,-44,38.0,222,39,True
Anna Nagar,Retail,Hindi,Ford,EcoSport,2016,9,Petrol,Automatic,108601,Expired,Active,Major,Anna Nagar,3,105237,996,115237,180,Yes,No,Denied,No,Lisa,No,104,Call back later,OFF323,Free Wash,26-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8556,5,No,Average,199,-19,0.0,195,-37,True
T Nagar,Fleet,Hindi,Ford,Aspire,2020,5,Diesel,Automatic,18050,Expired,Active,Minor,T Nagar,6,15622,296,25622,180,Yes,No,Denied,Yes,Nicole,No,206,Not interested,OFF521,15% OFF AMC,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14114,3,Yes,Unresponsive,312,-132,147.0,309,33,True
