location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due,feedback_sentiment,service_urgent,predicted_urgency,customer_segment,personalized_message,preferred_channels
Anna Nagar,Retail,English,Toyota,Yaris,2020,5,Electric,Automatic,101655,Expired,Expired,Minor,Anna Nagar,5,100622,1666,110622,151,Yes,No,No Response,Yes,Joseph,No,210,Call back later,OFF751,Free Wash,08-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,8325,4,Yes,Delayed Pickup,116,-170,33.0,86,38,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 151 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Hindi,Hyundai,i20,2022,3,Electric,Automatic,77490,Active,Expired,Minor,OMR,6,76422,2094,86422,180,No,Yes,No Response,No,Steven,No,149,Already serviced,OFF509,10% OFF Labour,26-07-2025,No,No,No,No,No,No,No,No,No,6815,3,No,Delayed Pickup,184,-4,0.0,183,34,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Hindi,Maruti,Baleno,2018,7,Petrol,Manual,72676,Expired,Active,Major,Velachery,7,68801,855,78801,180,No,Yes,Busy,Yes,Andrew,No,258,Not interested,OFF179,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5084,3,No,Poor Service,63,117,31.0,61,36,False,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Hindi,Ford,Figo,2022,3,Diesel,Manual,75382,Active,Active,Minor,Anna Nagar,10,72404,2037,82404,239,Yes,Yes,Busy,Yes,Robert,No,194,Already serviced,OFF528,Free Wash,15-08-2025,No,No,No,No,No,No,No,No,No,5766,3,Yes,Poor Service,232,7,173.0,288,32,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 239 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Tamil,Honda,City,2018,7,Petrol,Manual,39769,Expired,Expired,Minor,OMR,4,35441,468,45441,-27,Yes,Yes,Positive,Yes,Jason,Yes,122,Not interested,OFF144,15% OFF AMC,14-08-2025,No,No,No,No,No,No,Yes,Yes,No,8531,3,No,Satisfied,79,12,30.0,18,34,False,0.5,1,1,High Priority,"Dear Fleet Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -27 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
T Nagar,Retail,Hindi,Maruti,Baleno,2015,10,Petrol,Automatic,57109,Expired,Active,Minor,T Nagar,7,53493,472,63493,-27,Yes,No,Denied,Yes,Donald,No,208,Not interested,OFF500,Engine Oil Discount,22-07-2025,No,No,No,No,No,No,No,No,No,10102,3,No,Average,110,11,37.0,-12,40,False,-0.15,1,1,High Priority,"Dear Retail Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -27 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
Anna Nagar,Corporate,English,Honda,City,2022,3,Petrol,Automatic,63591,Active,Active,Minor,Anna Nagar,6,58941,1719,68941,180,No,No,Denied,No,Daryl,No,71,Call back later,OFF769,15% OFF AMC,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,13684,1,No,Smooth Process,285,-105,0.0,283,145,True,0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Tamil,Toyota,Yaris,2019,6,Petrol,Automatic,38930,Expired,Active,Minor,T Nagar,8,34128,533,44128,121,Yes,No,Positive,No,Stephanie,Yes,242,Not interested,OFF913,10% OFF Labour,24-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,12781,5,No,Delayed Pickup,147,-202,0.0,116,31,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 121 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Ford,Figo,2019,6,Petrol,Manual,52291,Expired,Active,Major,Velachery,2,50265,716,60265,121,Yes,No,Busy,No,Stacy,No,77,Call back later,OFF706,Free Wash,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3795,1,No,Poor Service,354,-58,0.0,323,14,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 121 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,English,Hyundai,i20,2016,9,Diesel,Manual,78925,Expired,Expired,Major,Anna Nagar,8,75566,724,85566,180,Yes,Yes,No Response,No,James,No,207,Not interested,OFF500,Free Wash,10-08-2025,No,No,No,No,No,No,Yes,No,Yes,7573,2,Yes,Smooth Process,230,68,0.0,227,36,False,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Hindi,Maruti,Dzire,2015,10,Diesel,Manual,50685,Expired,Expired,Major,OMR,1,48175,419,58175,35,No,Yes,Positive,No,Kayla,Yes,266,Booked,OFF560,Free Wash,15-08-2025,No,No,No,No,No,No,No,No,No,9010,2,No,Delayed Pickup,173,-52,0.0,84,-8,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 35 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Hindi,Toyota,Etios,2022,3,Petrol,Automatic,56729,Active,Expired,Major,Anna Nagar,2,52265,1533,62265,180,Yes,Yes,No Response,Yes,Kathleen,No,175,Call back later,OFF954,Free Wash,08-08-2025,No,No,No,No,No,No,Yes,No,Yes,9054,4,No,Delayed Pickup,190,-10,39.0,188,41,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Maruti,Swift,2022,3,Petrol,Manual,47095,Active,Active,Minor,Anna Nagar,5,46075,1273,56075,180,No,No,Positive,Yes,Allison,Yes,100,Not interested,OFF999,15% OFF AMC,08-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12793,5,No,Unresponsive,246,-66,16.0,242,-100,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,English,Ford,Figo,2017,8,Petrol,Manual,33078,Expired,Expired,Minor,OMR,3,30526,341,40526,180,Yes,No,Busy,No,Daniel,No,263,Call back later,OFF478,15% OFF AMC,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14289,2,No,Average,314,-134,0.0,311,15,True,-0.15,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Tamil,Honda,Amaze,2022,3,Diesel,Manual,109659,Active,Expired,Minor,Velachery,10,108017,2964,118017,180,Yes,Yes,Positive,No,Brent,Yes,297,Already serviced,OFF982,Free Wash,19-07-2025,No,No,No,No,No,No,No,No,No,6396,5,No,Delayed Pickup,54,-140,0.0,-68,-8,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Maruti,Swift,2018,7,Petrol,Manual,45073,Expired,Expired,Major,T Nagar,2,42646,530,52646,2,No,No,Denied,No,Karen,No,292,Already serviced,OFF297,15% OFF AMC,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5908,4,No,Satisfied,80,-19,0.0,49,40,True,0.5,1,1,High Priority,"Dear Retail Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in 2 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
T Nagar,Retail,English,Ford,Figo,2016,9,Electric,Manual,79685,Expired,Expired,Minor,T Nagar,9,75995,731,85995,445,Yes,Yes,Denied,Yes,Patrick,No,213,Already serviced,OFF819,Engine Oil Discount,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6724,4,No,Unresponsive,270,-206,31.0,533,38,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 445 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Tamil,Maruti,Dzire,2021,4,Electric,Automatic,106198,Expired,Expired,Minor,OMR,10,102017,2167,112017,180,No,Yes,No Response,Yes,Susan,No,233,Not interested,OFF106,Free Wash,29-07-2025,No,No,No,No,No,No,Yes,No,Yes,9910,3,No,Poor Service,126,54,23.0,122,204,False,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Hyundai,Creta,2015,10,Electric,Manual,67941,Expired,Active,Minor,Anna Nagar,5,65123,562,75123,180,Yes,Yes,Positive,No,Rebecca,Yes,133,Call back later,OFF483,Free Wash,15-08-2025,Yes,No,No,Yes,No,No,Yes,No,No,3364,3,Yes,Delayed Pickup,261,67,0.0,257,41,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Honda,City,2018,7,Electric,Automatic,107501,Expired,Active,Minor,T Nagar,7,106080,1265,116080,180,Yes,Yes,Denied,Yes,Colton,No,233,Booked,OFF206,15% OFF AMC,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3529,2,Yes,Average,62,118,-130.0,60,-100,False,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Hindi,Hyundai,i20,2016,9,Petrol,Automatic,98723,Expired,Active,Major,OMR,5,94933,906,104933,180,Yes,No,No Response,Yes,Jessica,No,195,Call back later,OFF129,10% OFF Labour,06-08-2025,No,No,No,No,No,No,No,No,No,6135,4,Yes,Poor Service,43,120,10.0,40,17,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Hyundai,i10,2020,5,Diesel,Automatic,19351,Expired,Active,Minor,Velachery,4,17067,317,27067,180,No,No,No Response,No,Amber,No,168,Already serviced,OFF899,15% OFF AMC,21-07-2025,No,No,No,No,No,No,No,No,No,5701,3,No,Unresponsive,139,41,0.0,137,84,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Tamil,Toyota,Etios,2016,9,Electric,Manual,80432,Expired,Active,Minor,OMR,8,77323,738,87323,209,Yes,Yes,Busy,No,Jordan,No,196,Already serviced,OFF303,15% OFF AMC,24-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,6177,1,No,Smooth Process,87,93,0.0,-36,12,False,0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 209 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,Hindi,Honda,Jazz,2016,9,Petrol,Manual,67807,Expired,Expired,Major,T Nagar,7,63979,622,73979,180,Yes,No,Denied,Yes,Martin,No,100,Call back later,OFF674,15% OFF AMC,25-07-2025,No,No,No,No,No,No,No,No,No,13066,5,No,Delayed Pickup,226,-46,9.0,225,15,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Ford,Aspire,2019,6,Electric,Manual,12779,Expired,Active,Minor,Velachery,2,9684,175,19684,387,No,Yes,Positive,Yes,Mary,Yes,146,Already serviced,OFF494,Free Wash,07-08-2025,No,No,No,No,No,No,No,No,No,4794,2,No,Satisfied,300,-207,33.0,503,34,True,0.5,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 387 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Tamil,Toyota,Innova,2017,8,Electric,Automatic,32185,Expired,Active,Major,T Nagar,9,28557,332,38557,151,Yes,Yes,Positive,Yes,Brittany,Yes,33,Already serviced,OFF240,Free Wash,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5931,5,No,Poor Service,323,35,204.0,232,36,False,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 151 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Hindi,Ford,Figo,2017,8,Petrol,Manual,81265,Expired,Expired,Major,Velachery,5,77458,838,87458,180,No,Yes,No Response,Yes,Shannon,No,100,Not interested,OFF481,Engine Oil Discount,19-07-2025,No,No,No,No,No,No,No,No,No,7369,3,Yes,Delayed Pickup,213,-33,14.0,211,15,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Tamil,Honda,Amaze,2022,3,Electric,Manual,54543,Active,Active,Major,Anna Nagar,7,52637,1474,62637,180,Yes,Yes,Positive,No,Eric,Yes,96,Booked,OFF839,10% OFF Labour,14-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,14225,3,Yes,Delayed Pickup,137,102,0.0,133,-8,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Hindi,Maruti,Baleno,2017,8,Electric,Manual,83499,Expired,Active,Minor,Velachery,4,80289,861,90289,358,Yes,No,Busy,Yes,Scott,No,210,Not interested,OFF615,Engine Oil Discount,08-08-2025,No,No,No,No,No,No,Yes,No,Yes,14624,1,No,Delayed Pickup,330,-177,204.0,269,32,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 358 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Tamil,Maruti,Baleno,2019,6,Electric,Automatic,34688,Expired,Active,Minor,OMR,10,32033,475,42033,-84,No,Yes,Positive,No,Brittany,Yes,181,Not interested,OFF528,Engine Oil Discount,30-07-2025,No,No,No,No,No,No,Yes,No,Yes,5830,4,No,Smooth Process,201,39,0.0,81,13,False,0.4,1,1,High Priority,"Dear Corporate Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -84 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
OMR,Corporate,English,Toyota,Yaris,2020,5,Electric,Automatic,89452,Expired,Active,Minor,OMR,4,88302,1466,98302,180,Yes,Yes,No Response,Yes,Charles,No,140,Not interested,OFF384,Free Wash,15-08-2025,No,No,No,No,No,No,Yes,No,No,6476,2,Yes,Unresponsive,316,-136,114.0,314,173,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Hindi,Toyota,Innova,2019,6,Electric,Automatic,37434,Expired,Active,Minor,T Nagar,4,36060,513,46060,180,Yes,Yes,Busy,No,Kristin,No,30,Not interested,OFF179,10% OFF Labour,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9639,3,No,Unresponsive,131,49,0.0,130,-130,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Tamil,Ford,Aspire,2017,8,Electric,Manual,74178,Expired,Expired,Minor,T Nagar,6,69730,765,79730,93,No,Yes,No Response,Yes,Tanya,No,99,Call back later,OFF934,Engine Oil Discount,08-08-2025,No,No,No,No,No,No,No,No,No,3034,3,No,Average,207,-145,17.0,148,-39,True,-0.15,1,1,Medium Priority,"Dear Corporate Customer,

Keep your vehicle in optimal condition with your upcoming service.
Service is due in 93 days.

Best regards,
AutoMoto AI Service Team","['Email', 'SMS']"
Velachery,Fleet,English,Ford,EcoSport,2015,10,Electric,Manual,25432,Expired,Expired,Major,Velachery,5,23228,210,33228,180,No,Yes,Busy,Yes,Melissa,No,245,Booked,OFF412,15% OFF AMC,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5341,3,Yes,Delayed Pickup,54,-140,8.0,24,15,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Tamil,Maruti,Swift,2017,8,Diesel,Manual,94153,Expired,Active,Minor,Anna Nagar,6,92604,971,102604,415,No,No,Positive,No,Brandon,Yes,177,Booked,OFF334,15% OFF AMC,11-08-2025,No,No,No,No,No,No,Yes,No,No,5517,4,Yes,Poor Service,301,-121,0.0,532,32,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 415 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Tamil,Toyota,Innova,2016,9,Diesel,Manual,85743,Expired,Active,Major,T Nagar,8,83229,787,93229,180,No,Yes,No Response,No,Eric,No,103,Booked,OFF197,Free Wash,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4226,2,No,Satisfied,138,71,0.0,136,38,False,0.5,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,English,Maruti,Swift,2020,5,Petrol,Automatic,11854,Expired,Active,Major,OMR,1,8588,194,18588,180,No,Yes,Denied,Yes,William,No,36,Not interested,OFF580,Engine Oil Discount,25-07-2025,No,No,No,No,No,No,No,No,No,3785,1,No,Smooth Process,303,-123,5.0,476,12,True,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Honda,Jazz,2021,4,Petrol,Automatic,110366,Expired,Active,Major,Velachery,7,106741,2252,116741,62,No,Yes,Positive,Yes,Cheryl,Yes,96,Call back later,OFF994,10% OFF Labour,01-08-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,13606,5,Yes,Average,50,-18,-69.0,-72,-39,True,-0.15,1,1,Medium Priority,"Dear Corporate Customer,

Keep your vehicle in optimal condition with your upcoming service.
Service is due in 62 days.

Best regards,
AutoMoto AI Service Team","['Email', 'SMS']"
Anna Nagar,Corporate,English,Hyundai,Creta,2015,10,Electric,Automatic,10560,Expired,Active,Minor,Anna Nagar,9,5893,87,15893,180,No,No,Positive,Yes,Natasha,Yes,45,Already serviced,OFF788,10% OFF Labour,12-08-2025,No,No,No,No,No,No,No,No,No,5171,4,No,Delayed Pickup,107,103,36.0,105,41,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
